,Event,Date,Start Time,Game,Category,Platform,Runners,Host
1,AGDQ2016,2016-01-03,17:00,Splatoon,Any%,WIIU,Tones Balones,
2,AGDQ2016,2016-01-03,18:08,Super Monkey Ball: Banana Blitz,All Worlds,WII,Miles,
3,AGDQ2016,2016-01-03,19:08,Super Monkey Ball,Expert through Master,GCN,Barhunga,
4,AGDQ2016,2016-01-03,19:37,Rayman Legends,Any%,PC,SpikeVegeta,
5,AGDQ2016,2016-01-03,21:35,Kirby 64: The Crystal Shards,100%,N64,swordsmankirby,
6,AGDQ2016,2016-01-03,22:58,Kirby: Squeak Squad,Any%,DS,Mr_Shasta,
7,AGDQ2016,2016-01-04,00:25,Diddy Kong Racing,All Trophies Race,N64,"MrsGizamaluke, Toufool31",
8,AGDQ2016,2016-01-04,01:02,Super Mario Kart,Any% Single Seg MP Race,SNES,"Md_Neo, KVD",
9,AGDQ2016,2016-01-04,02:06,Super Mario 64,120 star,N64,"Puncayshun, Cheese05, Simply",
10,AGDQ2016,2016-01-04,04:23,Super Mario 64 Multiplayer,16 Star —,,"360Chrism, Snowman",
11,AGDQ2016,2016-01-04,04:52,Fire Emblem: Path of Radiance,Any%,GCN,Gwimpage,
12,AGDQ2016,2016-01-04,07:19,The Legend of Zelda: Oracle of Ages,Any%,GBC,Casusby,
13,AGDQ2016,2016-01-04,09:29,Prinny: Can I Really Be the Hero?,Hell's Finest,PSP,PinkPajamas,
14,AGDQ2016,2016-01-04,10:10,Strider 2,Any%,PS1,chuckles825,
15,AGDQ2016,2016-01-04,10:47,Gunstar Super Heroes,Hard,GBA,Sonikkustar,
16,AGDQ2016,2016-01-04,11:22,Left 4 Dead 2,Main Campaigns co-op,PC,"Rawrica, Yashichi, TaylortotFTW, Urboykyle",
17,AGDQ2016,2016-01-04,12:46,Darksiders II,Any%,PC,snowysnowwolf,
18,AGDQ2016,2016-01-04,14:02,Devil May Cry 4: Special Edition,Vergil NG Devil Hunter,PC,PvtCb,
19,AGDQ2016,2016-01-04,15:36,Transformers: Devastation,"Any% NG+ Prime Difficulty, 1-Handed",PC,Halfcoordinated,
20,AGDQ2016,2016-01-04,16:53,Resident Evil HD Remaster,Jill or Chris Real Survival Best Ending,PC,Carcinogen,
21,AGDQ2016,2016-01-04,18:45,Super Star Wars,Any% Race,SNES,"Danzel_Glovington, Striker",
22,AGDQ2016,2016-01-04,19:30,The Magical Quest Starring Mickey Mouse,Any% Hard,SNES,"R3DninjaJOSH, darbian",
23,AGDQ2016,2016-01-04,20:04,Disney's Aladdin,Any%,SNES,JoeDamilio,
24,AGDQ2016,2016-01-04,20:32,The Lion King,Any% Hard,SNES,TheMexicanRunner,
25,AGDQ2016,2016-01-04,21:04,Goof Troop,any% 1p2c,SNES,Yagamoth,
26,AGDQ2016,2016-01-04,21:53,Kingdom Hearts HD 1.5 ReMIX,Any% Proud,PS3,Zetris,
27,AGDQ2016,2016-01-05,01:38,BattleBlock Theater,Any% Co-op Insane,PC,"MechaRichter, PJ",
28,AGDQ2016,2016-01-05,03:49,Ori and the Blind Forest,All Cells,PC,"Grimelios, Ankamius",
29,AGDQ2016,2016-01-05,04:56,Velocity 2X,New Game Any%,PC,Nosraef,
30,AGDQ2016,2016-01-05,06:35,Super Time Force Ultra,All Missions,PC,Tohloo,
31,AGDQ2016,2016-01-05,07:15,Fez,Any%,PC,Vulajin,
32,AGDQ2016,2016-01-05,07:54,Axiom Verge,Any%,PC,GVirus,
33,AGDQ2016,2016-01-05,09:05,Hotline Miami,NG+ All Levels,PC,Snowfats,
34,AGDQ2016,2016-01-05,10:08,Iji,Any% or Pacifist,PC,BIGHONKINBURGER,
35,AGDQ2016,2016-01-05,10:54,Hero Core,any% Normal,PC,Dragondarch,
36,AGDQ2016,2016-01-05,11:28,Teslagrad,15 Scroll,PC,frozentrually,
37,AGDQ2016,2016-01-05,11:57,A Hat In Time (Beta),All Time Pieces,PC,Shockwve,
38,AGDQ2016,2016-01-05,12:42,Cloudbuilt,Original22 (Rush Mode),PC,"Midboss, Wobs23",
39,AGDQ2016,2016-01-05,13:08,Kero Blaster,Any%,PC,draculantern,
40,AGDQ2016,2016-01-05,13:48,Snapshot,Any%,PC,Nightmare47,
41,AGDQ2016,2016-01-05,14:23,Spelunky,All Shortcuts + Olmec Relay,PC,"BumCommando, Kinnijup-",
42,AGDQ2016,2016-01-05,15:19,Crypt of the Necrodancer,Coda All Zones,PC,SpootyBiscuit,
43,AGDQ2016,2016-01-05,15:54,Lara Croft and the Guardian of Light,Any% NG+ Co-op,PC,"DrTchops, RandomPinkBunny",
44,AGDQ2016,2016-01-05,16:34,Vendetta,Any%,ARC,MURPHAGATOR!,
45,AGDQ2016,2016-01-05,17:03,The Simpsons Arcade Game,Any% Normal,PS3,Maquina_azul30,
46,AGDQ2016,2016-01-05,17:30,Dungeons & Dragons: Shadow Over Mystara,"Cleric%, No Deaths",PS3,Hugo4Fun,
47,AGDQ2016,2016-01-05,18:32,Metroid Fusion,Any%,GBA,"HerculesBenchpress, JRP2234, Kirbymastah",
48,AGDQ2016,2016-01-05,20:03,Metroid Prime,Any%,GCN,Miles,
49,AGDQ2016,2016-01-05,21:53,The Legend of Zelda,Any%,NES,Lackattack24,
50,AGDQ2016,2016-01-05,22:49,Super Metroid BONUS,Any% 2p1c,SUPER NINTENDO,"oatsngoats, sweetnumb",
51,AGDQ2016,2016-01-06,00:06,Half-Life 2,Any%,PC,Noir,
52,AGDQ2016,2016-01-06,02:24,Portal 2,Co-op,PC,"Drastnikov, SirStendec",
53,AGDQ2016,2016-01-06,03:56,Alien Swarm,any% co-op deathless,PC,"mr.deagle, The Master",
54,AGDQ2016,2016-01-06,04:23,The Talos Principle,100%,PC,Azorae,
55,AGDQ2016,2016-01-06,06:06,Wrack,Any%,PC,Shaddex,
56,AGDQ2016,2016-01-06,06:32,Wolfenstein: The Old Blood,Any%,PC,Blood_Thunder,
57,AGDQ2016,2016-01-06,07:48,Tag: The Power of Paint,Any%,PC,quo,
58,AGDQ2016,2016-01-06,08:00,SOMA,Any%,PC,ZOM,
59,AGDQ2016,2016-01-06,09:19,Amnesia: A Machine for Pigs,Any%,PC,Scoot,
60,AGDQ2016,2016-01-06,09:54,Outlast,Any%,PC,Saint Connor,
61,AGDQ2016,2016-01-06,10:29,Ink,Any%,PC,Uraj,
62,AGDQ2016,2016-01-06,10:47,Prince of Persia,Any%,PC,CapnClever,
63,AGDQ2016,2016-01-06,11:12,Tony Hawk's Underground 2,Classic Normal All Goals,PC,Plumato,
64,AGDQ2016,2016-01-06,11:46,Tony Hawk's Pro Skater,Any% with 100% incentive,N64,guished,
65,AGDQ2016,2016-01-06,12:16,Crazy Taxi 2,Crazy Pyramid,DC,2dos,
66,AGDQ2016,2016-01-06,12:42,Sonic Advance,Sonic Any%,GBA,Combo Blaze,
67,AGDQ2016,2016-01-06,13:07,Sonic Advance 3,All Stages,GBA,Kirbymastah,
68,AGDQ2016,2016-01-06,14:08,Sonic Lost World,any% Wingless,WIIU,DarkSpinesSonic,
69,AGDQ2016,2016-01-06,15:43,Strider,Any%,NES,bjw,
70,AGDQ2016,2016-01-06,15:58,Battle Kid 2: Mountain of Torment,Any%,NES,Spiriax,
71,AGDQ2016,2016-01-06,17:18,Gimmick!,Best Ending Race,NES,"aquas, becored",
72,AGDQ2016,2016-01-06,17:40,Teenage Mutant Ninja Turtles,Any%,NES,whitman_price,
73,AGDQ2016,2016-01-06,18:11,Ninja Gaiden II: The Dark Sword of Chaos,Any%,NES,jimmypoopins,
74,AGDQ2016,2016-01-06,18:26,Ninja Gaiden III: The Ancient Ship of Doom,Pacifist,NES,gusmancini,
75,AGDQ2016,2016-01-06,19:16,Batman: The Video Game,Any%,NES,"Just_defend, badbrakes, dxtrslab, InfestedRiche",
76,AGDQ2016,2016-01-06,19:42,Blaster Master,Deathwarps,NES,"Skavenger216, ShiningDragoon, feasel, UraniumAnchor",
77,AGDQ2016,2016-01-06,20:26,Battletoads,Any%/100%,NES,TheMexicanRunner,
78,AGDQ2016,2016-01-06,21:20,Donkey Kong Country,Any% All Stages,SNES,Eazinn,
79,AGDQ2016,2016-01-06,22:07,Donkey Kong Country 2: Diddy's Kong Quest,102%,SNES,V0oid,
80,AGDQ2016,2016-01-06,23:55,Kaizo Mario Bros. 3,Any%,NES,mitchflowerpower,
81,AGDQ2016,2016-01-07,00:34,SETUP 4,—,,None,
82,AGDQ2016,2016-01-07,01:16,Super Mario Maker,Custom Level Blind Race,WIIU,"mitchflowerpower, Andy, linkdeadx2, trihex, TheMexicanRunner, area51, bismuth, Dram55",
83,AGDQ2016,2016-01-07,03:19,Super Mario World,0 Exit,SNES,"Carl Sagan, SethBling, Dotsarecool, xsvArea51",
84,AGDQ2016,2016-01-07,03:38,Super Mario World,96 Exit,SNES,"Kakusho, Akisto, xpaco5, trumez",
85,AGDQ2016,2016-01-07,05:19,SMW2: Yoshi's Island,Any%,SNES,"Carl Sagan, mt76907, rheal",
86,AGDQ2016,2016-01-07,05:35,Lagoon,Any%,SNES,PJ,
87,AGDQ2016,2016-01-07,07:15,Lester the Unlikely,Any%,SNES,Radioactive_Rat,
88,AGDQ2016,2016-01-07,07:36,Low G Man: The Low Gravity Man,Any%,NES,Zakky the Goatragon,
89,AGDQ2016,2016-01-07,07:58,Rocky & Bullwinkle,Any%,NES,authorblues,
90,AGDQ2016,2016-01-07,08:09,Shinobi,Any%,NES,infinitemystery,
91,AGDQ2016,2016-01-07,08:26,King of Kings: The Early Years,"The Wise Men, Normal",NES,Linkums,
92,AGDQ2016,2016-01-07,08:46,Indiana Jones and the Temple of Doom,Any%,NES,feasel,
93,AGDQ2016,2016-01-07,09:05,Hudson Hawk,Any%,NES,WhiteHat94,
94,AGDQ2016,2016-01-07,09:18,Escape from Atlantis,Any%,NES,Dragondarch,
95,AGDQ2016,2016-01-07,09:33,Utsurun Desu.: Kawauso Hawaii e Iku,Best Ending,NES,Iongravirei,
96,AGDQ2016,2016-01-07,09:55,Johnny Bazookatone,Any%,SAT,guished,
97,AGDQ2016,2016-01-07,10:30,Alpha Zylon,Any%,PC,BIGHONKINBURGER,
98,AGDQ2016,2016-01-07,10:47,Animorphs,Any%,GBC,Keizaron,
99,AGDQ2016,2016-01-07,11:53,Age of Empires,IL Showcase,PC,Mhmd_FVC,
100,AGDQ2016,2016-01-07,13:07,Dragon Age: Origins,Any%,PC,letterswords,
101,AGDQ2016,2016-01-07,14:06,Grand Theft Auto III,Any%,PC,Mhmd_FVC,
102,AGDQ2016,2016-01-07,15:35,Castlevania,Any% Whip Only,NES,kmac,
103,AGDQ2016,2016-01-07,16:13,Castlevania III: Dracula's Curse,Alucard,NES,"Iongravirei, ohon",
104,AGDQ2016,2016-01-07,16:54,Super Castlevania IV,Any% Hard mode,SNES,Just_defend,
105,AGDQ2016,2016-01-07,17:38,Castlevania: Bloodlines,"Any% Expert, Eric Lecarde",GEN,Klaige,
106,AGDQ2016,2016-01-07,18:17,Castlevania: Symphony of the Night,Richter All Bosses,XBOX360,MechaRichter,
107,AGDQ2016,2016-01-07,19:04,Super Punch-Out!!,Any%,SNES,zallard1,
108,AGDQ2016,2016-01-07,19:37,Mike Tyson's Punch-Out!!,Blindfolded,NES,"sinister1, zallard1",
109,AGDQ2016,2016-01-07,20:19,Mirror's Edge,Any%,PC,SasukeAnimator,
110,AGDQ2016,2016-01-07,21:14,StepMania,Showcase,PC,Staiain,
111,AGDQ2016,2016-01-07,22:14,Mega Man X,100%,SNES,"Domalix, Tiki",
112,AGDQ2016,2016-01-07,23:04,Mega Man Zero,All Missions,GBA,Flameberger,
113,AGDQ2016,2016-01-07,23:57,Mega Man ZX,any% Normal,DS,Tiki,
114,AGDQ2016,2016-01-08,01:20,Azure Striker Gunvolt,Any% Speedrun Mode/All Stages,PC,"Ajarmar, Greenalink",
115,AGDQ2016,2016-01-08,02:40,Halo 4,Legendary,X360,Proacejoker,
116,AGDQ2016,2016-01-08,04:38,Shadow Complex,Any% NG+ Insane,X360,Greenalink,
117,AGDQ2016,2016-01-08,05:00,Paper Mario,All Cards,N64,GigaDB,
118,AGDQ2016,2016-01-08,08:21,Blast Corps,100% All Platinum Medals,N64,Graviton,
119,AGDQ2016,2016-01-08,10:08,Star Fox 64,Any%,N64,"dsx, BeefWellington",
120,AGDQ2016,2016-01-08,10:39,Banjo-Kazooie,Any% no RBA,N64,Stivitybobo,
121,AGDQ2016,2016-01-08,12:22,Secret of Mana,Any% 1P2C,SNES,Yagamoth,
122,AGDQ2016,2016-01-08,14:45,Teenage Mutant Ninja Turtles IV: Turtles in Time,any% hard mode 1p2c,SNES,sinister1,
123,AGDQ2016,2016-01-08,15:25,Diablo,any% (single segment),PC,Funkmastermp,
124,AGDQ2016,2016-01-08,15:58,Diablo II: Lord of Destruction,D2:LOD Sorceress Any% Normal,PC,MrLlamaSC,
125,AGDQ2016,2016-01-08,18:03,Yoshi's Island Race Rebroadcast,VOD,PC,"Carl Sagan, mt76907, rheal",
126,AGDQ2016,2016-01-08,18:10,Pokémon Yellow: Special Pikachu Edition,any% glitchless,GB,Gunnermaniac3,
127,AGDQ2016,2016-01-08,20:24,Pokemon Blue,Glitch Showcase,GB,Shenanagans,
128,AGDQ2016,2016-01-08,20:56,Final Fantasy,Any% (JP),NES,Gyre,
129,AGDQ2016,2016-01-08,21:18,Buster,Best Ending,PC,bjw,
130,AGDQ2016,2016-01-08,21:40,Rockman 4 BCAS,Any%,NES,"Golden, Garrison_tt",
131,AGDQ2016,2016-01-08,22:22,Mega Man 10,Any% Bass Normal,WII,slurpeeninja,
132,AGDQ2016,2016-01-08,23:09,Mega Man 9,Any% Protoman,WSHP,"slurpeeninja, TheBlacktastic",
133,AGDQ2016,2016-01-08,23:56,Mega Man 6,Any%,NES,ohon,
134,AGDQ2016,2016-01-09,00:37,Mega Man 2,any% normal,NES,duckfist,
135,AGDQ2016,2016-01-09,01:28,Super Mario Bros.,Any%,NES,"GreenDeathFlavor, darbian, Lackattack24",
136,AGDQ2016,2016-01-09,01:43,Super Mario Bros. 2,Any%,NES,"GreenDeathFlavor, Svenne, whitman_price_",
137,AGDQ2016,2016-01-09,02:12,The Legend of Zelda: Ocarina of Time / Master Quest,All Dungeons,GCN,ZFG,
138,AGDQ2016,2016-01-09,04:31,The Legend of Zelda: Majora's Mask,4p co-op 100%,N64,"MajinPhil, fullgrowngaming, thiefbug, Trevperson",
139,AGDQ2016,2016-01-09,10:07,Super Mario Galaxy,Any% Luigi,WII,360Chrism,
140,AGDQ2016,2016-01-09,13:07,Ratchet & Clank: Up Your Arsenal,New Game +,PS2,Xem,
141,AGDQ2016,2016-01-09,13:59,Jak 3,Any% no OoB,PS2,"ThaRixer, HillaryPuff",
142,AGDQ2016,2016-01-09,15:03,Crash Bandicoot,100%,PS1,CaneofPacci,
143,AGDQ2016,2016-01-09,16:33,Spyro the Dragon,Any%,PS1,ChrisLBC,
144,AGDQ2016,2016-01-09,17:35,Shovel Knight,NG+ Plague,PC,TheTaiwanNinja,
145,AGDQ2016,2016-01-09,18:33,Mario Kart 8,200cc 32 Tracks Hard CPU,WIIU,AeonFrodo,
146,AGDQ2016,2016-01-09,20:01,Mario Kart 64,All Cups 2p1c,N64,"Almo, Kirch",
147,AGDQ2016,2016-01-09,20:55,TASBOT Plays Mario Kart 64,Star Cup,N64,Weatherton,
148,AGDQ2016,2016-01-09,21:16,TASBot vs Humans -- Pwn Adventure Z,4-way Multispecies Race —,,"dwangoAC, bismuth, micro500, EmoArbiter",
149,AGDQ2016,2016-01-09,21:52,TASBot plays Brain Age,x100,NDS,"micro500, xy2_",
150,AGDQ2016,2016-01-09,22:21,TASBot plays Super Mario Bros. 3,— NES,,"dwangoAC, Lord Tom",
151,AGDQ2016,2016-01-09,22:44,TASBot takes Total Control of...,—,,"dwangoAC, p4plus2",
152,AGDQ2016,2016-01-09,23:31,The Legend of Zelda: A Link to the Past,Reverse Boss Order,SNES,"Andy, superskuj",
153,AGDQ2016,2016-01-10,01:18,Bloodborne,Any%,PS4,FatB,
154,AGDQ2016,2016-01-10,02:23,Super Metroid,Reverse Boss Order,SNES,Straevaras,
155,AGDQ2016,2016-01-10,04:12,Final Fantasy IV,Any% no 64 floor glitch,SNES,nocashnocash,
1,SGDQ2016,2016-07-03,16:57,Super Mario Sunshine,Any%,GAMECUBE,Bounceyboy,
2,SGDQ2016,2016-07-03,18:31,The Legend of Zelda: A Link Between Worlds,Any%,3DS,Ahamplan,
3,SGDQ2016,2016-07-03,20:11,Demon's Souls,Any%,PS3,saintmillion,
4,SGDQ2016,2016-07-03,21:32,Bastion,Any% vs NG+ Any% Bid War,PC,Vulajin,
5,SGDQ2016,2016-07-03,21:55,Mighty Switch Force! HyperDrive Edition,NG+ All Hyper Levels,PC,TonyOgbot,
6,SGDQ2016,2016-07-03,22:46,Donkey Kong Country: Tropical Freeze,Any%,WII U,"Kruncha, NotSoNewby, Enkaybee, michael_goldfish, MooMooAkai, spikevegeta",
7,SGDQ2016,2016-07-04,00:36,Metroid Prime,Any%,GAMECUBE,JustinDM,
8,SGDQ2016,2016-07-04,02:10,Catherine,"Babel - 1 Player, 2 Controllers",PS3,Ghoul02,
9,SGDQ2016,2016-07-04,02:49,New Super Mario Bros.,Any%,DS,altabiscuit,
10,SGDQ2016,2016-07-04,03:24,New Super Mario Bros. 2,Any%,3DS,EeveeSpirit,
11,SGDQ2016,2016-07-04,04:14,Mario Kart: Double Dash!!,150cc All Cup Tour,GAMECUBE,druvan7,
12,SGDQ2016,2016-07-04,05:00,FAST Racing NEO,Championship Hypersonic,WII U,TonesBalones,
13,SGDQ2016,2016-07-04,05:48,1080 Avalanche,All Match Races,GAMECUBE,Thursday,
14,SGDQ2016,2016-07-04,06:41,Tony Hawk's Underground,Any% Beginner,PC,Fivves,
15,SGDQ2016,2016-07-04,07:32,The Rapid Angel,Any% Ayane,PS1,CavemanDCJ,
16,SGDQ2016,2016-07-04,08:01,Crystal's Pony Tale,Any% Easy,GENESIS,SecksWrecks,
17,SGDQ2016,2016-07-04,08:18,"Ed, Edd, 'n Eddy: The Mis-Edventures",Any%,GAMECUBE,Konasumi,
18,SGDQ2016,2016-07-04,08:50,Harry Potter and the Chamber of Secrets,Any%,PC,pok3monrocks,
19,SGDQ2016,2016-07-04,09:50,Barbie Game Girl,Any%,GAME BOY,johncarls,
20,SGDQ2016,2016-07-04,10:07,Speedy Gonzales: Los Gatos Bandidos,Any%,SNES,Keverage,
21,SGDQ2016,2016-07-04,10:42,The Flintstones: The Surprise at Dinosaur Peak!,Any%,NES,Prince_Leaf,
22,SGDQ2016,2016-07-04,11:05,The Land Before Time,Any%,GBA,CardsOfTheHeart,
23,SGDQ2016,2016-07-04,11:29,The Incredible Crash Dummies,Any%,NES,DarkTerrex,
24,SGDQ2016,2016-07-04,11:59,The Goonies II,Any%,NES,"Dragondarch, Darkwing Duck",
25,SGDQ2016,2016-07-04,12:24,Claymates,Any% Warpless,SNES,error72,
26,SGDQ2016,2016-07-04,13:16,ActRaiser,Professional Mode,SNES,Straevaras,
27,SGDQ2016,2016-07-04,13:51,Sparkster,Beat the Game Normal,SNES,Ivan,
28,SGDQ2016,2016-07-04,14:25,Hagane,Any%,SNES,Omnigamer,
29,SGDQ2016,2016-07-04,14:47,Skyblazer,Any%,SNES,Omnigamer,
30,SGDQ2016,2016-07-04,15:28,Mega Man 8,Any%,PS1,soothingplumtea,
31,SGDQ2016,2016-07-04,16:36,Mega Man 3,Any%,NES,fastatcc,
32,SGDQ2016,2016-07-04,17:23,Mega Man 5,Any%,NES,almondcity,
33,SGDQ2016,2016-07-04,18:12,Mega Man 9,Any%,WII,usedpizza,
34,SGDQ2016,2016-07-04,18:55,Mighty Gunvolt,All Stages (Beck),PC,Trogdor,
35,SGDQ2016,2016-07-04,19:20,Ape Escape,Any%,PS1 (ON PS2),Hornlitz,
36,SGDQ2016,2016-07-04,20:27,Spyro: Year of the Dragon,Any%,PS1,"wedc517, orsa",
37,SGDQ2016,2016-07-04,21:17,Ratchet & Clank,Any%,PS3,Raikaru,
38,SGDQ2016,2016-07-04,22:18,The Legend of Zelda: Link's Awakening DX,100%,GAME BOY COLOR,zorlaxseven,
39,SGDQ2016,2016-07-04,23:58,The Legend of Zelda: Four Swords Adventures,Any%,GAMECUBE,Zmaster91,
40,SGDQ2016,2016-07-05,02:25,BioShock,Any%,PC,Blood_Thunder,
41,SGDQ2016,2016-07-05,03:28,Dishonored,Any%,PC,DrTChops,
42,SGDQ2016,2016-07-05,04:39,Wolfenstein: The New Order,Any%,PC,Blood_Thunder,
43,SGDQ2016,2016-07-05,06:34,Amnesia: The Dark Descent,Any% Glitchless,PC,SavageDreamLord,
44,SGDQ2016,2016-07-05,07:33,Star Wars: Dark Forces,Any%,PC,psychoripper,
45,SGDQ2016,2016-07-05,08:03,Star Wars: Jedi Knight - Jedi Academy,Padawan Any%,PC,CovertMuffin,
46,SGDQ2016,2016-07-05,09:01,Star Wars: Knights of the Old Republic,Any%,PC,glasnonck,
47,SGDQ2016,2016-07-05,10:52,Tom Clancy's Splinter Cell: Blacklist,Any%,PC,"BIGHONKINBURGER, Shaddex",
48,SGDQ2016,2016-07-05,11:31,Jet Set Radio,Any%,PC,Maxylobes,
49,SGDQ2016,2016-07-05,12:29,Oddworld Abe's Oddysee: New'n' Tasty,Glitchless Any%,PS4,Starwin,
50,SGDQ2016,2016-07-05,13:57,Oddworld: Stranger's Wrath,Any%,XBOX,Vaati,
51,SGDQ2016,2016-07-05,15:07,Curse of Issyos,Any%,PC,"pcull44444, Mr_Weables",
52,SGDQ2016,2016-07-05,15:34,Castlevania 64,Any%,N64,ty2358,
53,SGDQ2016,2016-07-05,16:35,Castlevania: Aria of Sorrow,Soma All Bosses,GBA,_VB,
54,SGDQ2016,2016-07-05,17:33,Castlevania: Dawn of Sorrow,Low% Souls,DS,romscout,
55,SGDQ2016,2016-07-05,18:17,Castlevania: Dracula X,Any% Catacomb Shortcut,SNES,lildingus,
56,SGDQ2016,2016-07-05,18:49,Castlevania: Symphony of the Night,Blindfolded Any %,XBOX 360,romscout,
57,SGDQ2016,2016-07-05,20:19,Freedom Planet,Milla - Hard,PC,Fladervy,
58,SGDQ2016,2016-07-05,21:10,Guacamelee: Gold Edition,Any%,PC,Grimelios,
59,SGDQ2016,2016-07-05,21:55,Dustforce DX,SS All Levels,PC,Sivade35,
60,SGDQ2016,2016-07-05,23:10,Jumper Two,Any%,PC,Hornlitz,
61,SGDQ2016,2016-07-05,23:40,Celeste,100%,PC,SecksWrecks,
62,SGDQ2016,2016-07-05,23:52,Prompt,All Keys,PC,ChaosArtisan,
63,SGDQ2016,2016-07-06,00:18,Escape Goat 2,Any%,PC,Vulajin,
64,SGDQ2016,2016-07-06,00:50,Super Meat Boy,Dark Ending,PC,warm_ham,
65,SGDQ2016,2016-07-06,01:47,Defunct,Any%,PC,Celestics,
66,SGDQ2016,2016-07-06,02:16,Momodora: Reverie Under the Moonlight,Any% Insane 1-Handed,PC,Halfcoordinated,
67,SGDQ2016,2016-07-06,03:10,Cloudbuilt,Defiance Any%,PC,Wobs23,
68,SGDQ2016,2016-07-06,03:52,Boson X,Any% ASPA,PC,ArcanicEight,
69,SGDQ2016,2016-07-06,04:03,Braid,Any%,PC,cwolf20,
70,SGDQ2016,2016-07-06,04:39,Contra III The Alien Wars,Hard Any%,SNES,TheDrifter18,
71,SGDQ2016,2016-07-06,05:01,Demon's Crest,100%,SNES,LP3Cinema,
72,SGDQ2016,2016-07-06,06:00,DinoCity,Any%,SNES,Mecha Richter,
73,SGDQ2016,2016-07-06,06:32,Ty the Tasmanian Tiger,Any%,XBOX 360,Kythol,
74,SGDQ2016,2016-07-06,07:45,Silent Hill 3,Any%,PC,Bawkbasoup,
75,SGDQ2016,2016-07-06,08:49,Resident Evil 2,Leon B or Claire B,GAMECUBE,Bawkbasoup,
76,SGDQ2016,2016-07-06,09:53,LittleBigPlanet,Any% No-Overlord,PS3,RbdJellyfish,
77,SGDQ2016,2016-07-06,11:10,Burning Rangers,Any%,SATURN,soothingplumtea,
78,SGDQ2016,2016-07-06,11:54,Bomberman 64,Any%,N64,LivelyRaccoon,
79,SGDQ2016,2016-07-06,12:29,Donkey Kong 64,Any%,N64,2dos,
80,SGDQ2016,2016-07-06,13:14,Wario World,Any%,GAMECUBE,Dangerless,
81,SGDQ2016,2016-07-06,14:14,Super Mario 64 DS,50 Star,DS,HastyAether,
82,SGDQ2016,2016-07-06,15:29,Runny Egg,Eggernaut,3DS,danray,
83,SGDQ2016,2016-07-06,16:05,Sonic Colors DS,Any%,DS,Diamond,
84,SGDQ2016,2016-07-06,16:47,Sonic Riders,Heroes or Babylon Story,PC,Celestics,
85,SGDQ2016,2016-07-06,17:19,Sonic Adventure 2: Battle,Hero Story,GAMECUBE,Talon2461,
86,SGDQ2016,2016-07-06,18:13,Sonic the Hedgehog (2006),Sonic's Story (No MSG),XBOX 360,tripl3ag3nt,
87,SGDQ2016,2016-07-06,19:38,Metroid Zero Mission,Any%,GBA,MickeyGnou,
88,SGDQ2016,2016-07-06,20:37,Donkey Kong Country 3,Any%,SNES,"V0oid, BluntBunny",
89,SGDQ2016,2016-07-06,21:42,Chip 'n Dale: Rescue Rangers 2,Any% One Controller,NES,GameOfTheWeek,
90,SGDQ2016,2016-07-06,22:12,Disney's The Little Mermaid,Any%,NES,johncarls,
91,SGDQ2016,2016-07-06,22:34,DuckTales 2,Any% Difficult,NES,NME,
92,SGDQ2016,2016-07-06,22:51,Mickey Mousecapade,Any%,NES,CTConqueror,
93,SGDQ2016,2016-07-06,23:06,Hook,Any%,SNES,LivelyRaccoon,
94,SGDQ2016,2016-07-06,23:31,Quackshot Starring Donald Duck,Any%,GENESIS,YellowKillerBee,
95,SGDQ2016,2016-07-07,00:28,Tetris Attack,V-Hard,SNES,"Darkwing Duck, FFR Pro 21, Edobean, CardsOfTheHeart",
96,SGDQ2016,2016-07-07,01:01,Final Doom: The Plutonia Experiment,UV-Speed,PC,Dime,
97,SGDQ2016,2016-07-07,01:39,Ultimate Doom,UV-Speed,PC,Dime,
98,SGDQ2016,2016-07-07,02:17,Strife,Any% Veteran Edition,PC,Cubeface,
99,SGDQ2016,2016-07-07,02:41,Hexen,Any%,PC,Cubeface,
100,SGDQ2016,2016-07-07,03:28,System Shock,Enhanced Edition Any%,PC,Fearful Ferret,
101,SGDQ2016,2016-07-07,03:54,Judge Dredd: Dredd vs. Death,CO-OP JURY,PC,"Shaddex, DrTChops",
102,SGDQ2016,2016-07-07,04:50,Deus Ex,Any%,PC,Heinki,
103,SGDQ2016,2016-07-07,05:47,Jak and Daxter,100%,PS2,Bonesaw577,
104,SGDQ2016,2016-07-07,08:12,Klonoa: Door to Phantomile,Any%,PS2,CavemanDCJ,
105,SGDQ2016,2016-07-07,09:21,Max Payne 2,Any% Dead on Arrival,PC,saintmillion,
106,SGDQ2016,2016-07-07,10:07,Serious Sam: The Random Encounter,Any%,PC,altabiscuit,
107,SGDQ2016,2016-07-07,10:40,Star Fox: Assault,Bronze Any%,GAMECUBE,Mr_Shasta,
108,SGDQ2016,2016-07-07,11:40,Zelda II: The Adventure of Link,Any% Warpless,NES,"Simpol, Pro_JN",
109,SGDQ2016,2016-07-07,12:54,Rygar,Any% No Wrong Warp,NES,"ShiningDragoon, Darkwing Duck",
110,SGDQ2016,2016-07-07,13:33,Streemerz,16 Bags of Ca$h,NES,"Andy, cleartonic",
111,SGDQ2016,2016-07-07,13:47,Illusion of Gaia,100%,SNES,puwexil,
112,SGDQ2016,2016-07-07,16:17,Shatterhand,Any%,NES,Klaige,
113,SGDQ2016,2016-07-07,16:46,Bionic Commando,100%,NES,PJ,
