,Event,Date,Start Time,Game,Category,Platform,Runners,Host
7,AGDQ2019,2019-01-07,00:08,The Legend of Zelda: Majora's Mask,Any%,WII VC,popesquidward,KungFuFruitcup
8,AGDQ2019,2019-01-07,01:59,Portal,Inbounds race,PC,"alex_sr, ConnorAce",KungFuFruitcup
9,AGDQ2019,2019-01-07,02:30,Metal Gear Solid 2: Sons of Liberty,European Extreme,PS3,Tyler2022,TiraLyra
10,AGDQ2019,2019-01-07,04:13,Shadow of the Colossus (2018),Boss Rush (NTA),PS4,ChurchNEOH,TiraLyra
11,AGDQ2019,2019-01-07,05:02,God of War II,Any% NG+,PS3,RagnellGoW,TiraLyra
12,AGDQ2019,2019-01-07,06:41,Bomberman 64,any%,N64,Puncayshun,Prolix
13,AGDQ2019,2019-01-07,07:34,Fe,All Songs,PC,CorundumCore,Prolix
14,AGDQ2019,2019-01-07,08:34,Spike Hike,100%,PC,SecksWrecks,Prolix
15,AGDQ2019,2019-01-07,08:49,Cat Bird,Any% all worlds,IPAD,MrUppercaseT,Prolix
16,AGDQ2019,2019-01-07,09:25,CometStriker,Arcade - Hard,PC,MrCab,Samorasie
17,AGDQ2019,2019-01-07,10:07,Khimera: Destroy All Monster Girls,Race Mode,PC,snapcase,Samorasie
18,AGDQ2019,2019-01-07,10:42,Another World: 20th Anniversary Edition,Any% Glitchless,PS4,Brandooates,Samorasie
19,AGDQ2019,2019-01-07,11:03,Monster World IV,any% w/ Magic Merchant,PS3,Cyclone,Samorasie
20,AGDQ2019,2019-01-07,12:29,Mega Turrican,Any% Normal,GENESIS,d4gr0n,CovertMuffin
21,AGDQ2019,2019-01-07,13:00,Ecco: The Tides of Time,Any%,GENESIS,chronoon,CovertMuffin
22,AGDQ2019,2019-01-07,13:49,Vectorman,Any%,GENESIS,chronoon,CovertMuffin
23,AGDQ2019,2019-01-07,14:13,Generations Lost,Any%,GENESIS,Nubzombie,CovertMuffin
24,AGDQ2019,2019-01-07,14:37,Bloody Wolf,Any%,TG-16,RottDawg,CovertMuffin
25,AGDQ2019,2019-01-07,15:06,Earthworm Jim 2,any% Normal,SNES,Gargon100,LLK
26,AGDQ2019,2019-01-07,15:53,Pocky & Rocky,Any% Normal,SNES,d4gr0n,LLK
27,AGDQ2019,2019-01-07,16:24,Super Ghouls 'N Ghosts,any% (Normal),SNES,NME,LLK
28,AGDQ2019,2019-01-07,17:23,ActRaiser 2,Hard difficulty,SNES,PJ,LLK
29,AGDQ2019,2019-01-07,18:37,Castlevania: Symphony of the Night,Alucard,PSTV,Satoryu,Mike Uyama
30,AGDQ2019,2019-01-07,19:01,Castlevania: Aria of Sorrow,Glitchless Hard Mode,WII U VC,VB__,Mike Uyama
31,AGDQ2019,2019-01-07,20:15,Castlevania Chronicles,any% arranged mode x68k sound on,PSTV,lurk,Mike Uyama
32,AGDQ2019,2019-01-07,21:00,Castlevania II: Simon's Quest,Any%,NES,jc583,Mike Uyama
33,AGDQ2019,2019-01-07,21:47,Castlevania III: Dracula's Curse,Any% (2nd quest),NES,jc583,Punchy
34,AGDQ2019,2019-01-07,22:37,Bloodstained: Curse of the Moon,any% Nightmare,PC,Laxxus,Punchy
35,AGDQ2019,2019-01-07,23:20,Donkey Kong Country: Tropical Freeze,Any% No Death Abuse,SWITCH,"Kruncha, michael_goldfish, spikevegeta2",Punchy
36,AGDQ2019,2019-01-08,01:08,Jak 3,Any% No OoB,PS2,ThaRixer,AnEternalEnigma
37,AGDQ2019,2019-01-08,02:18,Crash Bandicoot: N. Sane Trilogy,Crash 2 100%,PC,Blunts Moses,AnEternalEnigma
38,AGDQ2019,2019-01-08,04:21,Splatoon 2: Octo Expansion,Any%,SWITCH,TonesBalones,AnEternalEnigma
39,AGDQ2019,2019-01-08,05:54,Resident Evil,Any%,PC,RawDerps,BIGHONKINBURGER
40,AGDQ2019,2019-01-08,06:57,Silent Hill 2,New Game,PC,Punchy,BIGHONKINBURGER
41,AGDQ2019,2019-01-08,08:08,Tomb Raider II,Any% Glitches,PC,SmoothOperative,BIGHONKINBURGER
42,AGDQ2019,2019-01-08,09:35,Tomb Raider : The Angel of Darkness,Any%,PC,PlasticRainbow,BIGHONKINBURGER
43,AGDQ2019,2019-01-08,10:21,NieR: Automata,[E] Ending (Normal),PC,Fullest,SmoothOperative
44,AGDQ2019,2019-01-08,14:59,The Battle of Olympus,any%,NES,Karma,ButtersBB
45,AGDQ2019,2019-01-08,15:50,Vice: Project Doom,any%,NES,garadas21,ButtersBB
46,AGDQ2019,2019-01-08,16:24,Chip 'n Dale: Rescue Rangers 2,any% 1 player 2 controllers race,NES,"swordsmankirby, garadas21",ButtersBB
47,AGDQ2019,2019-01-08,16:47,Yume Kojo: Doki Doki Panic!,All Levels,FC,LackAttack24,ButtersBB
48,AGDQ2019,2019-01-08,17:34,Rayman 2: The Great Escape,Any% No Cutscenes,PC,Glackum,KrunchyLex
49,AGDQ2019,2019-01-08,19:06,Bastion,All Story Levels (New Game),PC,Primorix,KrunchyLex
50,AGDQ2019,2019-01-08,20:06,Momodora: Reverie Under the Moonlight,AVIB - Hard,PC,SNeaky,KrunchyLex
51,AGDQ2019,2019-01-08,21:03,Sonic Forces,Any%,PC,thebluemania,BigJon
52,AGDQ2019,2019-01-08,22:29,Sonic Mania Plus,Encore Mode Any%,PC/SWITCH,"Claris, Zaxon96, Joeybaby69",BigJon
53,AGDQ2019,2019-01-08,23:27,Sanic Ball,Current Version - All Levels - 2 Laps,PC,Gyoo,BigJon
54,AGDQ2019,2019-01-08,23:54,Sonic The Hedgehog 1,Any% Glitched,GENESIS,Dr.Fatbody,BigJon
55,AGDQ2019,2019-01-09,00:26,Sonic Rush,All Stages,DS,Kirbymastah,BigJon
56,AGDQ2019,2019-01-09,01:35,Mario Kart 64,150cc All Cups (Skips),N64,abney317,Sooraya
57,AGDQ2019,2019-01-09,02:27,Super Mario Bros. 3mix,Any% race,NES,"mitchflowerpower, Gadien, Jabem",Sooraya
58,AGDQ2019,2019-01-09,03:52,Super Mario RPG: Legend of the Seven Stars,any%,SNES,Justin-credible,Kaubocks
59,AGDQ2019,2019-01-09,07:22,Trauma Center: Under The Knife 2,Normal,DS,TrjnRabbit,CovertMuffin
60,AGDQ2019,2019-01-09,09:39,Medal of Honor: Airborne,Any% - Casual,PC,ThePackle,Samorasie
61,AGDQ2019,2019-01-09,10:30,Tony Hawk's Pro Skater 2X,All Goals and Golds (All Careers),XBOX,ThePackle,Samorasie
62,AGDQ2019,2019-01-09,11:09,The Elder Scrolls III: Morrowind,All Main Quests,PC,Archariat,Samorasie
63,AGDQ2019,2019-01-09,11:50,Michael Jackson's Moonwalker,Any% Easy,GENESIS,Brandooates,Samorasie
64,AGDQ2019,2019-01-09,12:21,The Magical Quest Starring Mickey Mouse,Hard,SNES,Le Hulk,ButtersBB
65,AGDQ2019,2019-01-09,12:55,Puzzle Bobble,1 Player,NEO GEO,altabiscuit,ButtersBB
66,AGDQ2019,2019-01-09,13:39,Guacamelee! 2,Any%,PC,The Blacktastic,ButtersBB
67,AGDQ2019,2019-01-09,14:56,Light Fall,Normal Any%,PC,FuzzyGames,SmoothOperative
68,AGDQ2019,2019-01-09,15:42,Semblance,All Orbs one-handed,PC,halfcoordinated,SmoothOperative
69,AGDQ2019,2019-01-09,16:23,N++,2 player Coop A-episodes,PC,"AND4H, Krankdud",SmoothOperative
70,AGDQ2019,2019-01-09,17:00,Warcraft III: Reign of Chaos,Orc Campaign,PC,CovertMuffin,MusicalDaredevil
71,AGDQ2019,2019-01-09,18:12,TimeSplitters 2,Any% Co-op Easy,PS2,"Copitz, Swoodeasu",BIGHONKINBURGER
72,AGDQ2019,2019-01-09,19:00,Halo: Reach,Legendary Co-op,XBOX ONE,"WoLfy, Pedrogas",BIGHONKINBURGER
73,AGDQ2019,2019-01-09,20:57,The Legend of Zelda: Twilight Princess,All Dungeons,GC,SkyBlueAether,YellowKillerBee
74,AGDQ2019,2019-01-10,01:09,Octopath Traveler,Single Story RTA (Tressa),SWITCH,murmilio,Mr Game and Shout
75,AGDQ2019,2019-01-10,02:22,Mega Man X 1 - 3 team relay race,any%,SNES,"Trogdor, Calebhart42, ColonelFatso, Tokyo90, Walrus_Prime, Soppa, Justin-credible, Luiz Miguel, Madu",BigJon
76,AGDQ2019,2019-01-10,04:28,Mega Man 10,Any% (Bass),WII,Slurpeeninja,BigJon
77,AGDQ2019,2019-01-10,05:21,Mega Man Unlimited,Z-Prototype Any%,PC,LV Creed,BigJon
78,AGDQ2019,2019-01-10,06:11,Mega Man (DOS),Any%,PC,Lizstar,LLK
79,AGDQ2019,2019-01-10,06:34,Avoid the Noid,30 minutes or less,PC,Mike Uyama,LLK
80,AGDQ2019,2019-01-10,06:56,Virtual Hydlide,100%,SATURN,Gyre,LLK
81,AGDQ2019,2019-01-10,08:01,Urban Yeti!,Any%,GBA,PeteDorr,LLK
82,AGDQ2019,2019-01-10,08:42,Gordo 106,Any%,LYNX,janglestorm,LLK
83,AGDQ2019,2019-01-10,09:09,Mohawk & Headphone Jack,Warpless,SNES,PJ,TheBoyks
84,AGDQ2019,2019-01-10,10:08,Star Wars Episode I: The Phantom Menace,Beat the Game,PSX,saintmillion,TheBoyks
85,AGDQ2019,2019-01-10,11:10,Dragon's Lair: The Legend,Beat The Game (EU),GB,sharif,TheBoyks
86,AGDQ2019,2019-01-10,11:41,Sword of Sodan,Warpless% Easy,GENESIS,NPC,TheBoyks
87,AGDQ2019,2019-01-10,12:05,Férias Frustradas do Pica-Pau,Difficult,GENESIS,GarbitheGlitcheress,AnEternalEnigma
88,AGDQ2019,2019-01-10,12:33,Home Alone 2: Lost in New York,NY%,SNES,Iceplug,AnEternalEnigma
89,AGDQ2019,2019-01-10,12:57,Garfield: A Week of Garfield,any%,FC,coolkid,AnEternalEnigma
90,AGDQ2019,2019-01-10,13:18,Monkey King,any%,NES,Brossentia,AnEternalEnigma
91,AGDQ2019,2019-01-10,13:41,Trio the Punch: Never Forget Me,W-Fist%,PS2,ZakkyTheShimmeringKirin,AnEternalEnigma
92,AGDQ2019,2019-01-10,14:23,Metal Gear (NES),any%,NES,Eriphram,TheBlacktastic
93,AGDQ2019,2019-01-10,15:04,Metal Gear 2: Solid Snake,Original Difficulty Big Boss Rank,PS2,miniomegaking,TheBlacktastic
94,AGDQ2019,2019-01-10,16:10,Ninja Five-O,any% normal,GBA,just_defend,TheBlacktastic
95,AGDQ2019,2019-01-10,16:43,Lara Croft and the Guardian of Light,Any% NG+,PC,RandomPinkBunny,TheBlacktastic
96,AGDQ2019,2019-01-10,17:21,Overload,Trainee Any%,PC,SpootyBiscuit,Prolix
97,AGDQ2019,2019-01-10,18:00,Prey,Mooncrash DLC,PC,bloodthunder,Prolix
98,AGDQ2019,2019-01-10,19:54,Dishonored: Death of the Outsider,any%,PC,Metro72,Prolix
99,AGDQ2019,2019-01-10,20:25,Ultimate Doom,any%,PC,KingDime,ButtersBB
100,AGDQ2019,2019-01-10,21:04,Doom 2: Hell On Earth,any% UV-Speed,PC,KingDime,ButtersBB
101,AGDQ2019,2019-01-10,21:57,Chex Quest,Extreme Ooze Max,PC,peaches,ButtersBB
102,AGDQ2019,2019-01-10,22:19,Crypt of the NecroDancer: AMPLIFIED,Coda Low%,PC,SpootyBiscuit,Mr Game and Shout
103,AGDQ2019,2019-01-10,23:14,The Messenger,8-Bit,PC,strizer86,Mr Game and Shout
104,AGDQ2019,2019-01-11,00:20,Dead Cells,any%,PC,"BIGHONKINBURGER, scaz.zaf, ChurchnSarge",Mr Game and Shout
105,AGDQ2019,2019-01-11,00:54,Cuphead,All S+P Grades,PC,TheMexicanRunner,Edobean
106,AGDQ2019,2019-01-11,02:02,Celeste,All Chapters,PC,TGH,Edobean
107,AGDQ2019,2019-01-11,03:49,The Legend of Zelda: The Wind Waker HD,100%,WII U,CLG Linkus7,Patty & KungFuFruitcup
108,AGDQ2019,2019-01-11,10:21,Pac-Man: Championship Edition 2,Any%,PC,Pinballwiz45b,KrunchyLex
109,AGDQ2019,2019-01-11,11:02,Klonoa: Door to Phantomile,Any%,PSX,Trob,KrunchyLex
110,AGDQ2019,2019-01-11,12:02,Ratchet & Clank: Up Your Arsenal,Any%,PS3,Xem,KrunchyLex
111,AGDQ2019,2019-01-11,13:24,Metroid Fusion,Any% Memory Corruption,GBA,CScottyW,TheBoyks
112,AGDQ2019,2019-01-11,14:27,Diablo 2: Lord of Destruction,Any% Normal Amazon,PC,MrLlamaSC,MusicalDaredevil
113,AGDQ2019,2019-01-11,17:17,Divinity: Original Sin 2,Any% Old Patch,PC,Semanari,MusicalDaredevil
114,AGDQ2019,2019-01-11,17:50,Grand Theft Auto: Vice City,Any% No SSU,PC,KZ_FREW,MusicalDaredevil
115,AGDQ2019,2019-01-11,19:08,Pokemon Gold,Any% Glitchless (Race),GB,"Gunnermaniac3, pokeguy84",TiraLyra
116,AGDQ2019,2019-01-11,22:58,Final Fantasy IV - Free Enterprise,League Match Flags,SNES,"Neerrm, riversmccown, Khobahi, Obdajr",Prolix
117,AGDQ2019,2019-01-12,01:29,TASBot plays mari0 (SMB1 + Portal gun),Various mappacks by Masterjun and Noahkiq,PC,dwangoAC,Raelcun
118,AGDQ2019,2019-01-12,01:58,TASBot plays Castlevania: Aria of Sorrow,"""All souls"" by Fz-last, klmz and Pike",GBA,dwangoAC,Raelcun
119,AGDQ2019,2019-01-12,02:29,Twitch Plays Super Scribblenauts,"Chat% by Funkmastermp, Chef Stef, Themas, and SighnWaive",DS,dwangoAC,KungFuFruitcup
120,AGDQ2019,2019-01-12,03:16,Super Mario Sunshine,1v1 Lockout Bingo,GC,"PangaeaPanga, SniperKing",KungFuFruitcup
121,AGDQ2019,2019-01-12,04:43,Final Fantasy IX,Any%,PSX,"Tojju, Muttski, Luzbelheim",YellowKillerBee and Mr Game and Shout
122,AGDQ2019,2019-01-12,14:28,Puyo Puyo Tetris,Extra Stages 100%,PC,Scottobozo,Edobean
123,AGDQ2019,2019-01-12,15:22,Luigi's Mansion,No OOB,GAMECUBE,HDlax1,Edobean
124,AGDQ2019,2019-01-12,16:48,I wanna kill the Kamilia 2,any%,PC,BBF,Sooraya
125,AGDQ2019,2019-01-12,18:47,The Legend of Zelda: A Link to the Past,Low% 1-Hit K.O.,SNES,Xelna,Sooraya
126,AGDQ2019,2019-01-12,20:52,Dark Souls III,All Bosses,PC,spacey1,TheBlacktastic
127,AGDQ2019,2019-01-12,22:48,Bloodborne,Any%,PS4,heyZeusHeresToast,TheBlacktastic
128,AGDQ2019,2019-01-12,23:49,Quickie World,100%,SNES,"GlitchCat7, RBMACHOK",Punchy
129,AGDQ2019,2019-01-13,00:13,Super Gracie World,100%,SNES,Wahnthac,Punchy
130,AGDQ2019,2019-01-13,01:00,Super Mario Odyssey,Darker Side,SWITCH,Bayleef,Punchy
131,AGDQ2019,2019-01-13,04:51,Super Metroid,Reverse Boss Order,SNES,ShinyZeni,Skybilz
132,AGDQ2019,2019-01-13,06:01,Finale!,100%,AGDQ,GDQ Staff,
1,SGDQ2019,2019-06-23,16:59,Spyro Reignited Trilogy: Spyro the Dragon,Any%,PS4,ChrisLBC,Nichole Goodnight
2,SGDQ2019,2019-06-23,18:02,Portal 2,Single Player Inbounds,PC,Can't Even,Nichole Goodnight
3,SGDQ2019,2019-06-23,19:18,Teenage Mutant Ninja Turtles III: The Manhattan Project,Any% co-op,NES,"PJ, Mecha Richter",LLK
4,SGDQ2019,2019-06-23,20:08,Super Mario Bros. 2,All Stages,NES,coolkid,The_Kov
5,SGDQ2019,2019-06-23,20:44,Donkey Kong Country 2: Diddy's Kong Quest,Any%,SNES,MikeKanis,The_Kov
6,SGDQ2019,2019-06-23,21:46,Kirby: Nightmare in Dream Land,Any%,GBA,Mr_Shasta,Edobean
7,SGDQ2019,2019-06-23,22:46,Sonic Generations,Any%,PC,thebluemania,Edobean
8,SGDQ2019,2019-06-24,00:01,The Legend of Zelda: The Minish Cap,Any%,WII U VC,quo,iggyzig
9,SGDQ2019,2019-06-24,02:05,Devil May Cry,any%,PC,Maxylobes,SimplyAJ
10,SGDQ2019,2019-06-24,03:13,Streets of Rage,Hardest,GENESIS,cestpatou,Mike Uyama
11,SGDQ2019,2019-06-24,04:01,Final Doom,TNT-Evilution UV-Speed,PC,KingDime,Prolix
12,SGDQ2019,2019-06-24,04:59,Outland,Any%,PC,Vulajin,Sooraya
13,SGDQ2019,2019-06-24,06:24,The Hobbit,Any% No Menu Glitches,GC,Chrixiam98,KrunchyLex
14,SGDQ2019,2019-06-24,07:12,Tony Hawk's Underground 2,Classic Normal (All Goals) (NG+),PC,Plumato,KrunchyLex
15,SGDQ2019,2019-06-24,07:43,Zombies Ate My Neighbors,Any%,SNES,teddyras,KrunchyLex
16,SGDQ2019,2019-06-24,08:31,Blaster Master,any% (JP),FC,davidtki,SporadicErratic
17,SGDQ2019,2019-06-24,09:08,Solomon's Key,Any%,NES,metroidmcfly,SporadicErratic
18,SGDQ2019,2019-06-24,09:29,Metroid,Any%,NES,metroidmcfly,SporadicErratic
19,SGDQ2019,2019-06-24,09:50,Rygar,any% No WW,NES,Darkwing Duck,SporadicErratic
20,SGDQ2019,2019-06-24,10:29,DuckTales 2,Any%,NES,swordsmankirby,SporadicErratic
21,SGDQ2019,2019-06-24,11:11,Marble Madness,Any% Co-op,NES,"yelsraek, Elipsis",SporadicErratic
22,SGDQ2019,2019-06-24,11:30,Jackal,Any% 2 Player,NES,"RottDawg, SuperPitFro",YoBGS
23,SGDQ2019,2019-06-24,11:46,Contra,Low% 2 Player,NES,"angrylanks, RottDawg",YoBGS
24,SGDQ2019,2019-06-24,12:27,Contra III: The Alien Wars,any% Hard,SNES,FCJ2000,YoBGS
25,SGDQ2019,2019-06-24,12:56,Alien Soldier,Supereasy,GENESIS,chronoon,YoBGS
26,SGDQ2019,2019-06-24,13:34,Ranger-X,Heavy,GENESIS,d4gr0n,YoBGS
27,SGDQ2019,2019-06-24,13:58,Ninja Spirit,Any%,TG-16,,Pythonicus
28,SGDQ2019,2019-06-24,14:22,Super Time Force Ultra,All Missions,PC,Tohloo,Pythonicus
29,SGDQ2019,2019-06-24,15:05,Half-Minute Hero,Any% Hero 30,PSTV,dowolf,Pythonicus
30,SGDQ2019,2019-06-24,15:41,Timespinner,Any%,PC,RiskyCB,cartridgeblowers
31,SGDQ2019,2019-06-24,16:30,Castlevania,Any %,NES,"Komrade, freeland1787, 2snek",cartridgeblowers
32,SGDQ2019,2019-06-24,17:02,Bloodstained: Curse of the Moon,Any% No-OOB Ultimate (Veteran),PC,strizer86,cartridgeblowers
33,SGDQ2019,2019-06-24,17:39,Castlevania: Symphony of the Night,"All Bosses & Relics, Save Richter",XBOX 360,Dr4gonBlitz,cartridgeblowers
34,SGDQ2019,2019-06-24,18:42,Castlevania: Portrait of Ruin,No OOB,DS,VB__,AnEternalEnigma
35,SGDQ2019,2019-06-24,19:45,Prey,All Main Quests,PC,LifeL1ke,AnEternalEnigma
36,SGDQ2019,2019-06-24,21:16,Titanfall 2,Any%,PC,Bryonato,Prolix
37,SGDQ2019,2019-06-24,23:20,Perfect Dark,Any%,N64,alkamaass,CovertMuffin
38,SGDQ2019,2019-06-25,00:21,Borderlands 2,Coop All Quests,PC,"Shockwve, TheFuncannon, Amyrlinn",Prolix
39,SGDQ2019,2019-06-25,03:48,Metroid Prime,Any%,GAMECUBE,JustinDM,SakuraTsubasa
40,SGDQ2019,2019-06-25,05:22,Metroid Prime 2: Echoes,Any%,GAMECUBE,Claris,SakuraTsubasa
41,SGDQ2019,2019-06-25,06:59,Uncharted: Drake's Fortune,any% PS4 No Airwalk,PS4,osskari,Sooraya
42,SGDQ2019,2019-06-25,07:57,Chasm: The Rift,any%,PC,tbcr,Sooraya
43,SGDQ2019,2019-06-25,08:22,Monster Boy and the Cursed Kingdom,any%,SWITCH,tinahacks,WeGoGiant
44,SGDQ2019,2019-06-25,10:31,The Textorcist,All Bosses,PC,teddyras,WeGoGiant
45,SGDQ2019,2019-06-25,11:09,Skylar & Plux: Adventure On Clover Island,any%,PC,Cuttyflame_,LLK
46,SGDQ2019,2019-06-25,11:37,Slipstream,Cannonball Max Settings Race,PC,"Konasumi, WhatIsCalvin",sgrunt
47,SGDQ2019,2019-06-25,12:11,Split/Second,All Detonator Runs,XBOX 360,ViceroyOfMonteCristo,sgrunt
48,SGDQ2019,2019-06-25,12:55,Kirby Air Ride,All Tracks No Duplicate Rides,GAMECUBE,"Pearstrike, 1davidj",YoBGS
49,SGDQ2019,2019-06-25,13:26,Kirby 64: The Crystal Shards,100%,WII VC,swordsmankirby,YoBGS
50,SGDQ2019,2019-06-25,14:45,Ape Escape,Any%,PSX,Hornlitz,iggyzig
51,SGDQ2019,2019-06-25,16:08,Crash Bandicoot: N. Sane Trilogy,Crash Bandicoot 3:Warped Any%,PC,"JHobz, CameronVengenz, Murcaz",iggyzig
52,SGDQ2019,2019-06-25,17:31,Punch-Out!! (Arcade),any% 1st loop,SWITCH,zallard1,Glass Joe
53,SGDQ2019,2019-06-25,18:09,Punch-Out!! (Wii),Contender & Title Defense (1st & 2nd loops),WII,zallard1,The_Kov
54,SGDQ2019,2019-06-25,19:52,Pokemon Crystal,Any% Glitchless,GB,Keizaron,sonicmega
55,SGDQ2019,2019-06-26,00:24,The Legend of Zelda Randomizer,Race (LITE Flagset),NES,"JamEvil, fcoughlin",Edobean
56,SGDQ2019,2019-06-26,01:35,Deltarune,True Pacifist Ending Race,PC,"Cookiepocalypse, Shayy",Skybilz
57,SGDQ2019,2019-06-26,02:30,Super Mario Sunshine,Any% Race,GAMECUBE,"Jcool114, Kwaniza",SmoothOperative
58,SGDQ2019,2019-06-26,04:07,Resident Evil 2,Claire A vs Leon A,PC,Bawkbasoup,SmoothOperative
59,SGDQ2019,2019-06-26,05:25,Silent Hill 3,UFO Ending,PC,Punchy,AnEternalEnigma
60,SGDQ2019,2019-06-26,06:12,Sonic Adventure DX: Director's Cut,Big the Cat (2P/1C),PC,"JerKro, Allegro",AnEternalEnigma
61,SGDQ2019,2019-06-26,06:39,Divekick,Story Mode All Levels Race - Damn Tough Difficulty,PC,"RagingCherry, ESAM",AnEternalEnigma
62,SGDQ2019,2019-06-26,07:13,We Love Katamari,any%,PS2,GarbitheGlitcheress,Nichole Goodnight
63,SGDQ2019,2019-06-26,08:33,Shrek Extra Large,No Levels Early,GC,Silo_Simon,Nichole Goodnight
64,SGDQ2019,2019-06-26,09:13,Mort the Chicken,Any%,PSX,Joester98,Nichole Goodnight
65,SGDQ2019,2019-06-26,09:51,Catlateral Damage,Any%,PC,Bullets,LLK
66,SGDQ2019,2019-06-26,10:15,Hylics,Any%,PC,TheFlyingMarlin,LLK
67,SGDQ2019,2019-06-26,10:45,Laffy Taffy 3D Pyramid Challenge,Any% No Passwords,PC,Zikubi,LLK
68,SGDQ2019,2019-06-26,11:05,Glover,All Main Levels,N64,yoshipro,LLK
69,SGDQ2019,2019-06-26,11:48,Castlevania (DOS),Any%,PC,LoZCardsfan23,Pythonicus
70,SGDQ2019,2019-06-26,12:15,Last Action Hero,any%,NES,SuperPitFro,Pythonicus
71,SGDQ2019,2019-06-26,12:34,Splatterhouse: Wanpaku Graffiti,Any% True Ending Race,FC,"StormCrow56k, BesTickles",Pythonicus
72,SGDQ2019,2019-06-26,13:06,Sylvester and Tweety in Cagey Capers,100% Difficulty,GENESIS,Ritz Blues,cartridgeblowers
73,SGDQ2019,2019-06-26,13:30,Boogerman: A Pick and Flick Adventure,Any% No Item Use,GENESIS,mrmaximus11,cartridgeblowers
74,SGDQ2019,2019-06-26,14:11,T.R.A.G.: Tactical Rescue Assault Group,any%,PSX,CavemanDCJ,cartridgeblowers
75,SGDQ2019,2019-06-26,15:19,Clustertruck,noAbility%,PC,ConnorAce,French Toast
76,SGDQ2019,2019-06-26,16:00,Lethal League Blaze,Arcade Mode,PC,Buffet Time,French Toast
77,SGDQ2019,2019-06-26,16:29,Nex Machina,Rookie Any%,PC,ProtoPip,French Toast
78,SGDQ2019,2019-06-26,17:01,Furi,Speedrun Mode (Furi Difficulty),PC,Dircashede,French Toast
79,SGDQ2019,2019-06-26,17:46,Nuclear Throne,All Bosses,PC,fishmcmuffins,French Toast
80,SGDQ2019,2019-06-26,18:51,Command & Conquer: Red Alert 3,Soviet Campaign Hard Mode Co-op,PC,"Raelcun, CovertMuffin",iggyzig
81,SGDQ2019,2019-06-26,20:43,StarCraft Remastered,Brood War Protoss Campaign,PC,KingDime,iggyzig
82,SGDQ2019,2019-06-26,21:58,The Legend of Zelda: A Link Between Worlds,100%,3DS,TheLegendofZaheer,sgrunt
83,SGDQ2019,2019-06-27,01:35,Dark Souls II,All Bosses (with DLC),PC,Distortion2,Sooraya
84,SGDQ2019,2019-06-27,04:37,Dead Rising,Overtime Mode (New Game / Low%),PC,DrunkWario,AnEternalEnigma
85,SGDQ2019,2019-06-27,05:10,Remnants of Naezith,All Chapters,PC,XepiccatX,AnEternalEnigma
86,SGDQ2019,2019-06-27,05:46,Looney Tunes,All Levels,GB,WinnerBit,SmoothOperative
87,SGDQ2019,2019-06-27,06:06,Rhino Rumble,Any%,GBC,WinnerBit,SmoothOperative
88,SGDQ2019,2019-06-27,06:33,Jumper: Griffin's Story,Any%,WII,Silo_Simon,SmoothOperative
89,SGDQ2019,2019-06-27,06:58,Aero the Acro-Bat 2,Any%,SNES,Thu Ox,SmoothOperative
90,SGDQ2019,2019-06-27,07:35,Super Bomberman 2,Any%,SNES,Iceplug,SmoothOperative
91,SGDQ2019,2019-06-27,08:13,Metal Slug X,any%,PC,sukimos,Pythonicus
92,SGDQ2019,2019-06-27,08:38,Metal Slug 3,any%,PC,sukimos,Pythonicus
93,SGDQ2019,2019-06-27,09:20,Gauntlet,any% race,NES,"digshake, Eunos",Pythonicus
94,SGDQ2019,2019-06-27,09:47,Chip 'N Dale: Rescue Rangers,any% co-op,NES,"sinister1, GeneralAndrews",Pythonicus
95,SGDQ2019,2019-06-27,10:06,Teenage Mutant Ninja Turtles IV: Turtles In Time,any% co-op,SNES,"GeneralAndrews, Dospostmann",Pythonicus
96,SGDQ2019,2019-06-27,10:41,Ristar,100%,GENESIS,Chubbus,Pythonicus
97,SGDQ2019,2019-06-27,11:27,Sonic 3D Blast,Any% Bad Ending,GENESIS,KingRhodesTn,Nichole Goodnight
98,SGDQ2019,2019-06-27,12:07,Cave Story,Best Ending,PC,Shadax,Nichole Goodnight
99,SGDQ2019,2019-06-27,13:15,Koumajou Densetsu II: Yougen no Chingonka,Hard,PC,Shadax,The_Kov
100,SGDQ2019,2019-06-27,13:57,Fire Emblem Fates,Revelation/Birthright/Conquest (Normal/Classic),3DS,Kirbymastah,The_Kov
101,SGDQ2019,2019-06-27,15:20,Kingdom Hearts III,Any% (Beginner) Co-op Relay,PS4,"mistmaster1, CrispyMe, ninten866",SakuraTsubasa
102,SGDQ2019,2019-06-27,19:04,Super Mario World,Blind Relay Race,SNES,"grandpoobear, PangaeaPanga, GlitchCat7, Dode, Barbarian, NobleTOFU, juzcook, LaserBelch",SporadicErratic
103,SGDQ2019,2019-06-27,20:25,Super Mario Bros. 3,All Forts Race,NES,"mitchflowerpower, grandpoobear, Lawso42, TheHaxor",Skybilz
104,SGDQ2019,2019-06-27,21:36,Invictus,100%,SNES,Dode,CovertMuffin
105,SGDQ2019,2019-06-27,22:37,Grand Poo World 2,Any% Good Ending,SNES,mitchflowerpower,Skybilz
106,SGDQ2019,2019-06-28,00:13,Banjo-Kazooie,100% race,N64,"Hagginater, duck",CovertMuffin
107,SGDQ2019,2019-06-28,02:41,Mario Kart: Double Dash!!,All 4 Cups Race,GAMECUBE,"OptimisticEmo, Goomba",SporadicErratic
